RANK_2025,RANK_2024,Institution_Name,Location,Region,SIZE,FOCUS,RES.,STATUS,Academic_Reputation_Score,Academic_Reputation_Rank,Employer_Reputation_Score,Employer_Reputation_Rank,Faculty_Student_Score,Faculty_Student_Rank,Citations_per_Faculty_Score,Citations_per_Faculty_Rank,International_Faculty_Score,International_Faculty_Rank,International_Students_Score,International_Students_Rank,International_Research_Network_Score,International_Research_Network_Rank,Employment_Outcomes_Score,Employment_Outcomes_Rank,Sustainability_Score,Sustainability_Rank,Overall_Score
901-950,901-950,Princess Sumaya University for Technology,Jordan,Asia,S,FO,VH,B,9.1,601+,25.3,375,11.9,701+,5.1,701+,47.3,377,50,294,6,701+,5.1,701+,1.2,701+,
901-950,801-850,Ritsumeikan Asia Pacific University,Japan,Asia,M,SP,LO,C,6.1,601+,8.3,601+,2.6,701+,2.5,701+,99.9,85,99.4,50,3.7,701+,1.9,701+,1,701+,
901-950,901-950,Robert Gordon University,United Kingdom,Europe,M,CO,HI,A,3.7,601+,11.5,601+,5.6,701+,5.3,701+,62.6,312,74.1,191,35.8,701+,5.6,701+,5.8,701+,
901-950,951-1000,South Ural State University (National Research University),Russia,Europe,L,CO,VH,A,8.4,601+,4.7,601+,44.1,353,3.6,701+,4.5,701+,13.4,655,84.1,261,4.2,701+,1.6,701+,
901-950,851-900,Universidad Cat_ica del Uruguay (UCU),Uruguay,Americas,S,CO,MD,B,12.5,601+,12.8,601+,64.4,209,1.2,701+,9.5,701+,2.8,701+,6.4,701+,15.1,658,1,701+,
901-950,851-900,"Universidad Central ""Marta Abreu"" de Las Villas",Cuba,Americas,M,CO,HI,A,5.3,601+,1.4,601+,99.7,31,1.2,701+,1.1,701+,1.2,701+,17.4,701+,21.8,523,1,701+,
901-950,731-740,Universidad EAFIT,Colombia,Americas,L,CO,HI,B,12.9,601+,42.8,215,4.9,701+,2.3,701+,3.1,701+,1.4,701+,11.3,701+,44.4,289,4.8,701+,
901-950,751-760,Universidad Externado de Colombia ,Colombia,Americas,L,FO,MD,B,13,601+,28.9,326,36.4,439,1.1,701+,10.5,701+,1.5,701+,4.3,701+,26.4,449,1,701+,
901-950,951-1000,Universidad Nacional de C_doba - UNC,Argentina,Americas,XL,FC,HI,A,26.4,337,14,583,6.2,701+,1.6,701+,1.4,701+,1.5,701+,44.4,701+,10.1,701+,1.7,701+,
901-950,901-950,Universidad Nacional Mayor de San Marcos,Peru,Americas,XL,FC,MD,A,20.6,426,22.9,411,7.9,701+,1.3,701+,,,,,33.2,701+,38.6,329,1.1,701+,
901-950,801-850,Universidad Pontificia Bolivariana ,Colombia,Americas,M,FO,VH,B,8.4,601+,8.8,601+,74.7,169,1.7,701+,3.8,701+,2.3,701+,10,701+,22,521,1.6,701+,
901-950,901-950,Universidade Cat_ica Portuguesa - UCP,Portugal,Europe,M,FO,VH,B,13,601+,13.6,596,11.9,701+,6.1,701+,9.3,701+,30.2,428,27.8,701+,43.2,296,5.8,701+,
901-950,901-950,Universidade de Vigo,Spain,Europe,L,CO,VH,A,8.9,601+,5.3,601+,9.4,701+,18,583,2.1,701+,4.8,701+,79.9,325,3.8,701+,39.8,369=,
901-950,1001-1200,Universit degli Studi della Tuscia (University of Tuscia),Italy,Europe,M,CO,VH,A,4.6,601+,1.2,601+,5.6,701+,43.6,315,13.7,689,10.4,701+,32.4,701+,2,701+,2.2,701+,
901-950,901-950,Universit degli studi Roma Tre,Italy,Europe,XL,CO,VH,A,17.4,517,8,601+,2.2,701+,12.1,689,8.5,701+,4.2,701+,62.5,595,7.1,701+,19.7,537=,
901-950,901-950,"University of Alabama, Birmingham",United States,Americas,L,FC,VH,A,5.8,601+,4.2,601+,56,263,16.8,607,,,,,54.5,701+,1.7,701+,2,701+,
901-950,951-1000,University of Calabria,Italy,Europe,M,CO,VH,A,6.8,601+,2.3,601+,5.5,701+,22.6,525,8.3,701+,6.2,701+,81.4,299,1.7,701+,29.6,447=,
901-950,851-900,University of East London,United Kingdom,Europe,L,CO,HI,A,3.6,601+,3.6,601+,3.1,701+,6.2,701+,73.1,274,100,32,33.3,701+,7.6,701+,1.1,701+,
901-950,,University of Hail,Saudi Arabia,Asia,L,FC,HI,A,5.2,601+,1.9,601+,39.4,394,2.4,701+,100,43,3,701+,43.3,701+,2.3,701+,1.5,701+,
901-950,951-1000,University of Lodz,Poland,Europe,L,CO,VH,A,11.5,601+,4.1,601+,39.5,393,3.4,701+,4,701+,11.3,692,70.9,470,16.3,628,1.9,701+,
901-950,851-900,University of Maribor,Slovenia,Europe,L,FC,HI,A,8,601+,6.6,601+,29.2,530,6.8,701+,1.8,701+,13,658,61,622,33.4,380,9.1,686=,
901-950,901-950,University of Murcia,Spain,Europe,L,FC,VH,A,11.7,601+,2.9,601+,24.5,599,6.8,701+,1.7,701+,3.9,701+,79.8,326,3.7,701+,44.9,338=,
901-950,1001-1200,University of Nairobi,Kenya,Africa,XL,FC,MD,A,10,601+,11.7,601+,20.1,671,1.8,701+,,,,,50.1,701+,92.5,67,1.8,701+,
901-950,951-1000,University of Peshawar,Pakistan,Asia,M,FO,VH,A,6.9,601+,9.9,601+,34.3,462,21.4,541,,,1.9,701+,42.9,701+,15.3,649,1.1,701+,
901-950,851-900,University of Salford,United Kingdom,Europe,L,CO,HI,A,6.8,601+,3.9,601+,6.4,701+,6.9,701+,36.7,435,69.8,212,63.6,579,9.6,701+,5.8,701+,
901-950,851-900,University Paris 2 Panth_n-Assas,France,Europe,L,SP,VH,A,7.1,601+,3.5,601+,62.1,230,1.2,701+,11.8,701+,26.1,464,4.3,701+,53.1,238,1,701+,
901-950,951-1000,Viet Nam National University Ho Chi Minh City (VNU-HCM),Vietnam,Asia,XL,CO,VH,A,18.8,481,24.6,389,5.7,701+,2.1,701+,4.2,701+,1.1,701+,45.7,701+,24.9,466,4.6,701+,
901-950,851-900,Worcester Polytechnic Institute,United States,Americas,M,CO,VH,B,3.5,601+,5.2,601+,17.4,701+,26.2,483,42,410,23.5,499,25.6,701+,8.3,701+,1.9,701+,
901-950,901-950,Wroclaw University of Science and Technology (WRUST),Poland,Europe,L,SP,VH,A,11.7,601+,18.9,470,33.7,467,5.3,701+,3.4,701+,5,701+,55.5,683,3.2,701+,1.3,701+,
901-950,1001-1200,Yerevan State University,Armenia,Asia,M,CO,HI,A,7,601+,2.9,601+,51.4,295,1.3,701+,5.1,701+,1.7,701+,20,701+,87.4,92,1,701+,
901-950,801-850,Yokohama City University,Japan,Asia,M,FO,VH,A,3.4,601+,2.4,601+,96.2,54,10.3,701+,5.4,701+,2.4,701+,10.5,701+,3.1,701+,1,701+,
951-1000,801-850,Almaty Technological University,Kazakhstan,Asia,M,FO,HI,A,6.2,601+,4.2,601+,88.1,93,1,701+,25,536,4.8,701+,2.9,701+,3.3,701+,1.1,701+,
951-1000,901-950,Athens University of Economics and Business,Greece,Europe,M,SP,HI,A,7.6,601+,29.3,323,1.7,701+,20,556,1.6,701+,3.1,701+,14,701+,20.9,547,2.4,701+,
951-1000,801-850,Auburn University,United States,Americas,L,CO,VH,A,7.1,601+,7.7,601+,7.6,701+,17.2,597,27.6,510,6,701+,54.7,701+,16.4,627,10.9,648=,
951-1000,1001-1200,Baku State University,Azerbaijan,Asia,L,CO,HI,A,12.9,601+,5.5,601+,41.7,373,1.4,701+,5.3,701+,2.2,701+,16.7,701+,47.7,271,1.3,701+,
951-1000,1001-1200,Bina Nusantara University (BINUS),Indonesia,Asia,L,CO,VH,C,12.5,601+,21.8,426,19.9,678,2.1,701+,34.7,463,4.3,701+,10.7,701+,12.9,701+,4.1,701+,
951-1000,801-850,Clark University,United States,Americas,S,CO,VH,B,2.6,601+,2.5,601+,18.9,701+,16.7,608,13.2,701+,84.7,154,20.2,701+,13.6,701+,6.5,701+,
951-1000,851-900,Clemson University,United States,Americas,L,CO,VH,A,7.3,601+,7,601+,12.6,701+,15.2,633,11.6,701+,5.2,701+,78.5,346,7.7,701+,12.3,618=,
951-1000,901-950,D. Serikbayev East Kazakhstan state technical university,Kazakhstan,Asia,M,CO,MD,A,13,601+,7.7,601+,64.2,211,1.2,701+,14.4,674,2.5,701+,2.4,701+,3.5,701+,1.3,701+,
951-1000,1001-1200,Ferdowsi University of Mashhad,"Iran, Islamic Republic of",Asia,L,CO,VH,A,7,601+,6,601+,3.5,701+,28.2,463,1.3,701+,7.1,701+,71.7,455,5.2,701+,1.7,701+,
951-1000,1001-1200,Financial University under the Government of the Russian Federation,Russia,Europe,L,FO,VH,A,5.3,601+,9.9,601+,39.3,397,1.6,701+,4.7,701+,19.4,557,32.4,701+,47.7,270,5.1,701+,
951-1000,901-950,Hallym University ,South Korea,Asia,M,FC,VH,B,2.8,601+,1.8,601+,94.4,65,6.9,701+,3.8,701+,2.2,701+,5.7,701+,1.7,701+,1.1,701+,
951-1000,731-740,Indian Institute of Technology Bhubaneswar,India,Asia,S,FO,VH,A,4.3,601+,3.5,601+,10,701+,50.2,260,1.5,701+,1,701+,6.8,701+,2.1,701+,1.9,701+,
951-1000,791-800,Instituto Tecnol_ico de Buenos Aires (ITBA),Argentina,Americas,S,FO,HI,B,8.8,601+,24.6,387,39,401,1.3,701+,17.3,638,12.3,674,2.7,701+,22.3,515,,,
951-1000,951-1000,Khon Kaen University,Thailand,Asia,XL,FC,HI,A,17.2,524,10.7,601+,7.4,701+,4.4,701+,5.3,701+,2.3,701+,50.9,701+,4.4,701+,31.8,431,
951-1000,951-1000,King Mongkut's University of Technology Thonburi ,Thailand,Asia,L,CO,VH,A,13.2,601+,6.3,601+,13.3,701+,8.5,701+,9.5,701+,3.2,701+,36.9,701+,2.6,701+,41,360=,
951-1000,901-950,Kumamoto University,Japan,Asia,M,FC,VH,A,7.1,601+,2.8,601+,55.2,273,12.6,677,7.2,701+,3.5,701+,35.1,701+,2.9,701+,8,701+,
951-1000,1001-1200,Mansoura University,Egypt,Africa,XL,FC,VH,A,14.1,601+,12,601+,3.3,701+,2.6,701+,6.7,701+,5.7,701+,74.7,413,4.4,701+,40.4,363=,
951-1000,851-900,Niigata University,Japan,Asia,L,FC,HI,A,4.9,601+,3.2,601+,85.3,103,3.8,701+,4.6,701+,3.1,701+,18.4,701+,5.7,701+,1.8,701+,
951-1000,901-950,Northern Borders University,Saudi Arabia,Asia,L,FC,MD,A,13.1,601+,4.7,601+,20.2,666,2.1,701+,98.4,115,4.8,701+,13.1,701+,2.4,701+,1,701+,
951-1000,901-950,Pontificia Universidad Cat_ica del Ecuador (PUCE),Ecuador,Americas,L,FO,HI,B,17.3,518,16.2,524,11.5,701+,1.3,701+,14.2,677,1.7,701+,27.1,701+,34,370,1,701+,
951-1000,901-950,Prince of Songkla University,Thailand,Asia,XL,FC,HI,A,21.6,408,5.6,601+,16.4,701+,3.3,701+,5.3,701+,1.9,701+,40.3,701+,3.9,701+,24.2,497,
951-1000,851-900,"Queen Margaret University , Edinburgh",United Kingdom,Europe,S,FO,VH,A,3.5,601+,4.3,601+,5.2,701+,18.3,579,59.9,326,73.3,199,3.3,701+,1.4,701+,1,701+,
951-1000,901-950,Rhodes University ,South Africa,Africa,M,CO,VH,A,6.3,601+,7.7,601+,12.9,701+,12.6,679,,,33.2,403,54.5,701+,35.5,356,2.9,701+,
951-1000,901-950,Riga Stradins University,Latvia,Europe,M,SP,MD,A,6.1,601+,13.4,601+,14.1,701+,1.9,701+,22.3,565,90.8,118,15.1,701+,11.4,701+,1.1,701+,
951-1000,901-950,S.D. Asfendiyarov Kazakh National Medical University,Kazakhstan,Asia,M,SP,LO,A,6.7,601+,4.2,601+,59.7,245,1.1,701+,10.4,701+,64.7,231,3.9,701+,3.4,701+,1.1,701+,
951-1000,,Saveetha Institute of Medical and Technical Sciences (deemed to be university),India,Asia,L,FO,VH,B,5.5,601+,2.6,601+,21.1,655,7.2,701+,87.1,210,7.2,701+,60.8,625,1.9,701+,1.7,701+,
951-1000,901-950,Sophia University ,Japan,Asia,L,CO,HI,B,12.7,601+,19.9,454,21.9,640,1.8,701+,34.5,466,10.8,701+,8.6,701+,11.7,701+,5.2,701+,
951-1000,851-900,Southern Federal University,Russia,Europe,L,CO,VH,A,6.6,601+,3.8,601+,67.9,194,1.9,701+,2.9,701+,25.2,477,40.1,701+,1.8,701+,1.2,701+,
951-1000,901-950,St. Louis University,United States,Americas,L,CO,VH,B,4.4,601+,2.6,601+,53.2,286,13.5,660,12.7,701+,11,698,28.7,701+,9,701+,1.7,701+,
951-1000,951-1000,The University of Alabama,United States,Americas,XL,CO,VH,A,10,601+,20.3,449,5.3,701+,11.9,697,5.3,701+,2.5,701+,54.9,699,10.7,701+,6.7,701+,
951-1000,1001-1200,The University of Lahore,Pakistan,Asia,L,FO,VH,B,11.1,601+,19.4,464,12.3,701+,3.3,701+,4,701+,3,701+,61.4,611,2.7,701+,19.7,537=,
951-1000,901-950,Universidad Aut_oma Metropolitana (UAM),Mexico,Americas,XL,FC,HI,A,23.6,371,11.3,601+,3.7,701+,2.5,701+,7.8,701+,1.2,701+,45.6,701+,4.6,701+,9.4,680=,
951-1000,1001-1200,Universidad de C_doba - Espa_,Spain,Europe,L,CO,VH,,10.6,601+,3.9,601+,26.5,565,12,693,,,,,84.2,258,4.8,701+,5.6,701+,
951-1000,791-800,Universidad de La Sabana,Colombia,Americas,M,FC,HI,B,21,418,25.5,370,14.2,701+,2,701+,3.9,701+,1.8,701+,13.1,701+,10.5,701+,1.1,701+,
951-1000,1001-1200,Universidad de Le_,Spain,Europe,L,CO,HI,,6.7,601+,3.6,601+,51.6,294,4.5,701+,2.3,701+,7.2,701+,44.9,701+,2.8,701+,38.5,381=,
951-1000,951-1000,Universidad de los Andes - Chile,Chile,Americas,M,FC,HI,B,16.4,544,18.1,486,8.4,701+,2.8,701+,12.2,701+,2,701+,22.6,701+,38.6,331,1.2,701+,
951-1000,801-850,Universidad de San Andr_ - UdeSA,Argentina,Americas,S,SP,HI,B,7.7,601+,19.7,460,46,336,2.2,701+,7.5,701+,4.1,701+,13.2,701+,29.8,419,,,
951-1000,951-1000,Universidad Nacional de Rosario (UNR),Argentina,Americas,XL,FC,MD,A,19.5,460,7.7,601+,31.2,504,1.1,701+,,,6.4,701+,26.8,701+,10.7,701+,1,701+,
951-1000,801-850,Universidad T_nica Federico Santa Mar_ (USM),Chile,Americas,L,FO,VH,B,9.8,601+,33,287,3.2,701+,5,701+,13.8,688,1.6,701+,41.6,701+,13.1,701+,7.6,701+,
951-1000,851-900,Universidad Torcuato Di Tella,Argentina,Americas,S,SP,HI,B,12.4,601+,20.8,442,14.4,701+,2.6,701+,33.1,478,7.8,701+,4.5,701+,35.6,355,,,
951-1000,1401+,Universit Sorbonne Paris Nord,France,Europe,L,FO,VH,,9.5,601+,4.1,601+,4.2,701+,29.3,441,,,,,61,619,3.9,701+,1.4,701+,
951-1000,951-1000,Universit Toulouse 1 Capitole,France,Europe,L,FO,VH,A,13.4,601+,4.6,601+,1.7,701+,6.2,701+,25.5,526,50.2,292,52.6,701+,6.1,701+,1.8,701+,
951-1000,951-1000,Universiti Pendidikan Sultan Idris (UPSI),Malaysia,Asia,M,FO,VH,A,13.1,601+,9.9,601+,27.5,554,2.7,701+,21.3,583,38.3,366,21.1,701+,3.9,701+,2.2,701+,
951-1000,951-1000,University of Bahrain,Bahrain,Asia,L,CO,HI,A,9.7,601+,5.1,601+,7,701+,2.2,701+,87,213,8.9,701+,36.2,701+,36.3,350,1.1,701+,
951-1000,901-950,University of Central Lancashire,United Kingdom,Europe,L,CO,HI,A,5.4,601+,4.9,601+,10.9,701+,3.8,701+,35.5,451,82,165,53.9,701+,2.1,701+,1.5,701+,
951-1000,1001-1200,University of Colombo,Sri Lanka,Asia,L,CO,HI,A,13.1,601+,18,489,2.5,701+,3.2,701+,1.1,701+,1.2,701+,19.3,701+,69.6,161,16.3,570=,
951-1000,901-950,University of Denver,United States,Americas,M,CO,VH,B,5.4,601+,7.4,601+,42.2,368,7.8,701+,7.7,701+,5.8,701+,32.7,701+,25.6,460,9.9,667=,
951-1000,851-900,University of Parma,Italy,Europe,XL,FC,HI,A,9.5,601+,2.7,601+,2.9,701+,25.4,492,3.8,701+,9.1,701+,69.4,491,9.2,701+,2.3,701+,
951-1000,1001-1200,University of Regina,Canada,Americas,L,CO,HI,A,3.3,601+,2.5,601+,3.9,701+,21,544,7.3,701+,38.3,365,39.1,701+,4.1,701+,44.6,343=,
951-1000,1001-1200,University of South Bohemia,Czech Republic,Europe,M,FO,VH,A,5.2,601+,2.3,601+,56,264,5.7,701+,21.5,577,11.4,687,55.3,690,1.6,701+,5.7,701+,
951-1000,951-1000,University of the Western Cape,South Africa,Africa,L,CO,VH,A,8.6,601+,5.3,601+,4.1,701+,14.1,653,25.2,531,3.7,701+,76.8,383,21,545,2.2,701+,
951-1000,1001-1200,Yarmouk University,Jordan,Asia,L,FC,HI,A,14.1,601+,20.1,450,3.1,701+,2.6,701+,7.3,701+,8.8,701+,45.3,701+,33.8,375,7.5,701+,
951-1000,951-1000,Yeungnam University ,South Korea,Asia,L,FC,VH,C,3.8,601+,2.9,601+,13.4,701+,26.9,477,34.2,468,7.5,701+,43.9,701+,2.7,701+,1.6,701+,
1001-1200,1201-1400,Al-Azhar University,Egypt,Africa,XL,CO,VH,A,13.1,601+,10.3,601+,11,701+,1.4,701+,1.4,701+,9.5,701+,58.3,652,22.6,505,1.1,701+,
1001-1200,1001-1200,Aligarh Muslim University,India,Asia,L,CO,VH,A,11.1,601+,2.8,601+,16.2,701+,12.1,690,1,701+,1.4,701+,46,701+,2.7,701+,13.2,606=,
1001-1200,1001-1200,Amity University,India,Asia,L,CO,VH,B,9.8,601+,10.6,601+,10.7,701+,7.1,701+,3.7,701+,21.1,527,61.5,609,4.1,701+,10.8,650=,
1001-1200,1001-1200,Amrita Vishwa Vidyapeetham,India,Asia,L,FC,VH,B,5.8,601+,4.7,601+,24,611,5.7,701+,35.5,450,1.6,701+,39.7,701+,1.7,701+,1.1,701+,
1001-1200,1001-1200,An-Najah National University,"Palestinian Territory, Occupied",Asia,L,FC,MD,A,7.7,601+,12.1,601+,7.3,701+,2.3,701+,34.6,464,24.8,481,31.8,701+,21.8,524,1.1,701+,
1001-1200,1001-1200,"Arab Academy for Science, Technology and Maritime Transport",Egypt,Africa,L,FO,VH,A,7.4,601+,8.4,601+,33,478,1.5,701+,6.8,701+,20.4,533,29.8,701+,11.4,701+,1.6,701+,
1001-1200,1001-1200,Assiut University ,Egypt,Africa,XL,FC,HI,A,11.4,601+,9.8,601+,13.6,701+,2.2,701+,11.8,701+,3.5,701+,56,678,2.5,701+,5.4,701+,
1001-1200,1201-1400,Azerbaijan State Oil and Industry University,Azerbaijan,Asia,L,FO,HI,A,7.3,601+,5.3,601+,29.9,521,1.1,701+,17.4,634,2.6,701+,6.6,701+,31.4,401,,,
1001-1200,1001-1200,Azerbaijan State University of Economics,Azerbaijan,Asia,L,FO,HI,A,13,601+,14.5,570,26.1,569,1.2,701+,14.2,678,3.4,701+,4.6,701+,38.6,330,1.9,701+,
1001-1200,1001-1200,Banaras Hindu University,India,Asia,L,FC,VH,A,13.5,601+,8,601+,12.4,701+,9,701+,1.2,701+,1.7,701+,56.4,673,8.8,701+,2.7,701+,
1001-1200,1001-1200,Baylor University,United States,Americas,L,CO,VH,B,6.1,601+,9.1,601+,11.9,701+,7.5,701+,2.4,701+,3.8,701+,41.8,701+,11.6,701+,4,701+,
1001-1200,951-1000,Bielefeld University,Germany,Europe,L,CO,VH,A,14.2,601+,3.3,601+,8,701+,6.7,701+,20,597,7,701+,67,524,2.9,701+,4.9,701+,
1001-1200,1001-1200,Binghamton University SUNY,United States,Americas,L,CO,VH,A,7,601+,5.1,601+,5.7,701+,15.8,624,10.8,701+,10.3,701+,44.2,701+,3.9,701+,3.1,701+,
1001-1200,1001-1200,Birmingham City University ,United Kingdom,Europe,L,CO,HI,A,6.2,601+,4.4,601+,7.3,701+,3.2,701+,42,409,73.8,195,27.2,701+,6.5,701+,1.4,701+,
1001-1200,1001-1200,BRAC University,Bangladesh,Asia,L,CO,HI,B,11.6,601+,27.9,344,10,701+,2,701+,2,701+,1.4,701+,21.4,701+,3.8,701+,1.1,701+,
1001-1200,1001-1200,Brigham Young University,United States,Americas,XL,CO,VH,B,7.5,601+,7,601+,4.8,701+,10.4,701+,1.3,701+,3,701+,52.4,701+,22.2,520,3.8,701+,
1001-1200,1001-1200,Canterbury Christ Church University,United Kingdom,Europe,L,CO,HI,A,5.1,601+,2.2,601+,4.7,701+,3.7,701+,34.5,465,87.6,136,17.7,701+,1.3,701+,1,701+,
1001-1200,1001-1200,Chang Jung Christian University,Taiwan,Asia,M,CO,HI,B,8.5,601+,4.6,601+,48.4,323,1.6,701+,6.1,701+,4.4,701+,4.8,701+,2,701+,1.1,701+,
1001-1200,1001-1200,Chung Yuan Christian University,Taiwan,Asia,L,CO,HI,A,6.3,601+,5.3,601+,4.3,701+,15.6,626,3.9,701+,6.7,701+,15.1,701+,22.4,512,7.9,701+,
1001-1200,1001-1200,Chungbuk National University,South Korea,Asia,M,FC,VH,A,3.8,601+,2.7,601+,34.1,463,10.3,701+,10.5,701+,7.7,701+,27.4,701+,1.7,701+,15.4,585=,
1001-1200,901-950,College of William and Mary,United States,Americas,M,CO,VH,A,8.1,601+,9.1,601+,20.9,657,11.4,701+,6.3,701+,5.4,701+,33.1,701+,23.7,476,4.3,701+,
1001-1200,1001-1200,Corvinus University of Budapest,Hungary,Europe,M,FO,VH,B,10.3,601+,21.6,427,4.7,701+,3.1,701+,7.3,701+,34.8,393,19.3,701+,33.5,377,1,701+,
1001-1200,1001-1200,Cracow University of Technology (Politechnika Krakowska),Poland,Europe,L,SP,VH,A,11,601+,21.3,431,21.7,642,4.7,701+,2.6,701+,3.3,701+,46.5,701+,5.4,701+,1,701+,
1001-1200,1001-1200,Dankook University ,South Korea,Asia,L,FC,HI,B,5.8,601+,4,601+,59.2,248,3,701+,4.2,701+,7.1,701+,13,701+,2.9,701+,4.1,701+,
1001-1200,1001-1200,EGE UNIVERSITY,Turkey,Asia,L,FC,HI,A,10,601+,13.6,595,15.8,701+,3.2,701+,1.3,701+,7.8,701+,68.6,506,2.1,701+,1.4,701+,
1001-1200,1001-1200,Escuela Superior Polit_nica del Litoral (ESPOL),Ecuador,Americas,M,CO,HI,A,14.3,601+,8.4,601+,22.4,627,2.6,701+,12,701+,1.6,701+,27.5,701+,8.6,701+,22.7,509,
1001-1200,1001-1200,Fordham University ,United States,Americas,L,CO,HI,B,6.8,601+,8.3,601+,14.8,701+,5.4,701+,6.3,701+,13.9,641,23.9,701+,29.1,427,1.4,701+,
1001-1200,1201-1400,Gebze Technical University (GTU),Turkey,Asia,M,CO,VH,A,4.5,601+,3.4,601+,7.8,701+,18.5,574,6.2,701+,3.8,701+,37.3,701+,2.3,701+,3.8,701+,
1001-1200,951-1000,George Mason University,United States,Americas,XL,CO,VH,A,8.8,601+,4.8,601+,12.4,701+,9.2,701+,10,701+,15.3,616,60.9,623,11.9,701+,22.5,510=,
1001-1200,951-1000,Gifu University,Japan,Asia,M,FC,VH,A,6.6,601+,2.3,601+,57.9,253,7.6,701+,4.3,701+,3.3,701+,20.6,701+,1.8,701+,3.1,701+,
1001-1200,1001-1200,Glasgow Caledonian University,United Kingdom,Europe,L,FO,VH,A,5.2,601+,5.4,601+,4.3,701+,6.3,701+,30.1,494,34.9,392,37.2,701+,6.8,701+,23.5,503=,
1001-1200,951-1000,Gunma University,Japan,Asia,M,FO,VH,A,3.5,601+,1.9,601+,85.8,102,4.7,701+,4,701+,3.2,701+,8.7,701+,1.9,701+,1,701+,
1001-1200,1401+,Guru Gobind Singh Indraprastha University,India,Asia,S,CO,VH,A,4.5,601+,4.4,601+,6.6,701+,27.7,469,3.7,701+,5.1,701+,17.3,701+,6.4,701+,2.2,701+,
1001-1200,1001-1200,Harbin Engineering University,China (Mainland),Asia,L,FO,VH,A,5.4,601+,2.4,601+,16.5,701+,28.1,464,2.3,701+,2.2,701+,32.4,701+,3.8,701+,1.3,701+,
1001-1200,1201-1400,Hohai University,China (Mainland),Asia,XL,FO,VH,A,4.1,601+,1.5,601+,7.9,701+,16.5,614,,,,,70.7,474,2.2,701+,2.4,701+,
1001-1200,1001-1200,Howard University,United States,Americas,M,FC,HI,B,7,601+,9.2,601+,38.9,403,3,701+,1.1,701+,4.1,701+,31.9,701+,18.8,588,1.1,701+,
1001-1200,1001-1200,Hungarian University of Agriculture and Life Sciences,Hungary,Europe,M,FO,VH,B,6,601+,4.9,601+,30.4,514,3.2,701+,2.2,701+,29.2,437,53.5,701+,3.6,701+,1.3,701+,
1001-1200,951-1000,Indiana University_urdue University Indianapolis,United States,Americas,L,FC,HI,A,7.1,601+,4.5,601+,22.2,634,10,701+,28.8,503,6.6,701+,33.6,701+,3.7,701+,6.7,701+,
1001-1200,1001-1200,International Christian University,Japan,Asia,S,CO,MD,C,5.2,601+,11.5,601+,19.4,686,1.5,701+,76.3,254,4.5,701+,10.1,701+,12,701+,,,
1001-1200,1201-1400,International Islamic University Islamabad (IIU),Pakistan,Asia,L,CO,HI,A,7,601+,10.7,601+,3.5,701+,8,701+,4.2,701+,6.1,701+,50.3,701+,4.3,701+,1.1,701+,
1001-1200,951-1000,Islamic University of Madinah,Saudi Arabia,Asia,L,FO,HI,A,5.5,601+,1.9,601+,6.6,701+,1.5,701+,36.3,440,100,5,10.3,701+,2.1,701+,1,701+,
1001-1200,1001-1200,"ITESO, Universidad Jesuita de Guadalajara",Mexico,Americas,M,FO,MD,B,6.3,601+,4.4,601+,72.8,181,1,701+,2.4,701+,1.5,701+,3.5,701+,1.9,701+,1,701+,
1001-1200,1001-1200,Jiangnan University,China (Mainland),Asia,L,FC,VH,A,4.4,601+,3.3,601+,20,672,26.7,479,,,,,44.4,701+,1.4,701+,1.2,701+,
1001-1200,1001-1200,Kagoshima University,Japan,Asia,M,FC,HI,A,6.1,601+,2.9,601+,63.6,216,3.5,701+,3.8,701+,2.8,701+,26.6,701+,1.7,701+,1,701+,
1001-1200,1001-1200,Kangwon National University ,South Korea,Asia,L,FC,HI,A,4.8,601+,4.7,601+,22.2,632,8.2,701+,4.7,701+,2.6,701+,27.6,701+,2.8,701+,34.5,411=,
1001-1200,1001-1200,Kazakh-British Technical University,Kazakhstan,Asia,M,FO,HI,A,14.4,601+,28.2,339,16.1,701+,1.5,701+,6,701+,2.5,701+,13.8,701+,3.4,701+,1.2,701+,
1001-1200,1001-1200,Kent State University,United States,Americas,L,FO,VH,A,5.5,601+,2.9,601+,6.2,701+,12.7,674,19.2,611,6.6,701+,57.1,660,7.6,701+,2.8,701+,
1001-1200,1001-1200,Kyushu Institute of Technology ,Japan,Asia,M,FO,VH,A,4.6,601+,5.4,601+,9.6,701+,25.6,491,7.1,701+,3.5,701+,20.6,701+,1.9,701+,1.1,701+,
1001-1200,1001-1200,Leeds Beckett University,United Kingdom,Europe,L,CO,HI,A,4.5,601+,5.9,601+,3.8,701+,7.5,701+,39.1,424,27.4,452,24.8,701+,8.5,701+,1.5,701+,
1001-1200,1001-1200,Lobachevsky University,Russia,Europe,L,FO,VH,A,7.9,601+,3.9,601+,41.1,382,2,701+,2,701+,22.3,514,18.1,701+,3.2,701+,1.3,701+,
1001-1200,1001-1200,Lodz University of Technology,Poland,Europe,M,CO,VH,A,5,601+,3.4,601+,46.2,335,8.9,701+,3.3,701+,4,701+,50.7,701+,3.2,701+,4,701+,
1001-1200,901-950,London Metropolitan University,United Kingdom,Europe,M,CO,HI,A,5,601+,3,601+,3.8,701+,3.3,701+,59.5,327,100,22,16.1,701+,13.5,701+,1,701+,
